task_id,source_game_id,source_game_name,task_platform_family,task_anchor_genre,reference_rank,reference_game_id,reference_game_name,reference_platform_family,reference_anchor_genre,reference_genres_text,reference_release_year,reference_description_length,similarity_score,reference_game_name_from_corpus,reference_text_description,platform_family,anchor_genre,genre_names_text,release_year_valid,description_length,source_name_norm,reference_name_norm
TASK_172625,172625,LEGO Dimensions: Excalibur Batman Fun Pack,Xbox,Adventure,3,199517,LEGO Star Wars: The Skywalker Saga - Classic Character Pack,PC,Adventure,Adventure,2022.0,198,0.229214102025531,LEGO Star Wars: The Skywalker Saga - Classic Character Pack,Play as the classic LEGO variants of Luke Leia Han Lando and Darth Vader in LEGO Star Wars The Skywalker Saga Explore the galaxy as iconic characters based on the original LEGO minifigures from 1999,PC,Adventure,Adventure,2022.0,198,lego dimensions excalibur batman fun pack,lego star wars the skywalker saga classic character pack
TASK_172625,172625,LEGO Dimensions: Excalibur Batman Fun Pack,Xbox,Adventure,4,172581,LEGO Dimensions: Aquaman Fun Pack,Xbox,Adventure,"Puzzle, Adventure",2016.0,477,0.2235189025309599,LEGO Dimensions: Aquaman Fun Pack,Become the King of the Seven Seas with Aquaman from DC Comics Build Aquaman and add him to a crazy mashup multiverse of your favorite characters Place this aquatic hero on the Lego Toy Pad to bring him to life in the game then activate his special Dive Growth Atlantis and Hazard Cleaner abilities to solve puzzles and take down rivals Use the Aqua Watercraft when you need a swift getaway and rebuild it into a Seven Seas Speeder and Trident of Fire for upgraded ingame powers,Xbox,Adventure,"Puzzle, Adventure",2016.0,477,lego dimensions excalibur batman fun pack,lego dimensions aquaman fun pack
TASK_173725,173725,The Tower of TigerQiuQiu 2: Warp Tiger M03,PC,Simulator,1,173728,The Tower of TigerQiuQiu 2: Warp Tiger M12,PC,Simulator,"Racing, Simulator, Sport, Strategy, Indie",2021.0,197,0.93495359069242,The Tower of TigerQiuQiu 2: Warp Tiger M12,To clean up small monsters in outer space you can use a space gun and place a highexplosive bomb that will sweep away the small monsters in the range The DLC include Full 10 Missions of map pack 12,PC,Simulator,"Racing, Simulator, Sport, Strategy, Indie",2021.0,197,the tower of tigerqiuqiu 2 warp tiger m03,the tower of tigerqiuqiu 2 warp tiger m12
TASK_173725,173725,The Tower of TigerQiuQiu 2: Warp Tiger M03,PC,Simulator,2,189530,The Tower of TigerQiuQiu 2: Warp Tiger M14,PC,Simulator,"Racing, Simulator, Sport, Strategy, Indie",2021.0,198,0.9340989653112198,The Tower of TigerQiuQiu 2: Warp Tiger M14,To clean up small monsters in outer space you can use a space gun and place a highexplosive bomb that will sweep away the small monsters in the range This DLC include Full 10 Missions of map pack 14,PC,Simulator,"Racing, Simulator, Sport, Strategy, Indie",2021.0,198,the tower of tigerqiuqiu 2 warp tiger m03,the tower of tigerqiuqiu 2 warp tiger m14
TASK_173725,173725,The Tower of TigerQiuQiu 2: Warp Tiger M03,PC,Simulator,3,189523,The Tower of TigerQiuQiu 2: Warp Tiger M11,PC,Simulator,"Racing, Simulator, Sport, Strategy, Indie",2021.0,198,0.933812548697312,The Tower of TigerQiuQiu 2: Warp Tiger M11,To clean up small monsters in outer space you can use a space gun and place a highexplosive bomb that will sweep away the small monsters in the range This DLC include Full 10 Missions of map pack 11,PC,Simulator,"Racing, Simulator, Sport, Strategy, Indie",2021.0,198,the tower of tigerqiuqiu 2 warp tiger m03,the tower of tigerqiuqiu 2 warp tiger m11
TASK_173725,173725,The Tower of TigerQiuQiu 2: Warp Tiger M03,PC,Simulator,4,173737,The Tower of TigerQiuQiu 2: Warp Tiger M02,PC,Simulator,"Racing, Simulator, Sport, Strategy, Indie",2021.0,197,0.925364071625455,The Tower of TigerQiuQiu 2: Warp Tiger M02,To clean up small monsters in outer space you can use a space gun and place a highexplosive bomb that will sweep away the small monsters in the range The DLC include Full 10 Missions of map pack 02,PC,Simulator,"Racing, Simulator, Sport, Strategy, Indie",2021.0,197,the tower of tigerqiuqiu 2 warp tiger m03,the tower of tigerqiuqiu 2 warp tiger m02
TASK_177379,177379,Friagem,PC,Puzzle,1,105195,YAPP2: Yet Another Pushing Puzzler 2,PC,Puzzle,"Puzzle, Indie",2018.0,157,0.3123773429256074,YAPP2: Yet Another Pushing Puzzler 2,Yet Another Pushing Puzzler 2 it is yet another pushing puzzler in which you have to push boxes onto specific locations What makes this game unique is Its 3D,PC,Puzzle,"Puzzle, Indie",2018.0,157,friagem,yapp2 yet another pushing puzzler 2
TASK_177379,177379,Friagem,PC,Puzzle,2,162208,Invisible Services: Pixel Art Jigsaw Puzzle,PC,Puzzle,Puzzle,2021.0,109,0.2545054139342399,Invisible Services: Pixel Art Jigsaw Puzzle,Invisible Services is a minimalist jigsaw puzzle game that mixes GIF and photographs instead of static images,PC,Puzzle,Puzzle,2021.0,109,friagem,invisible services pixel art jigsaw puzzle
TASK_177379,177379,Friagem,PC,Puzzle,3,135321,Life In Captivity,PC,Puzzle,"Puzzle, Indie",2019.0,192,0.211621155136412,Life In Captivity,A puzzle game that mixes the rules of Sokoban with the rules of Conways Game Of Life forming a curious and challenging hybrid that explores the collision of those two systems through 20 levels,PC,Puzzle,"Puzzle, Indie",2019.0,192,friagem,life in captivity
TASK_177379,177379,Friagem,PC,Puzzle,4,195147,Mini Pipes,PC,Puzzle,"Puzzle, Indie",2022.0,122,0.2058703652513986,Mini Pipes,Mini Pipes is a game that mixes minimalist puzzle and puzzle pipes Rotate all pipes until all water connections are closed,PC,Puzzle,"Puzzle, Indie",2022.0,122,friagem,mini pipes
TASK_178787,178787,Galaxy Shooter,PlayStation,Shooter,1,8634,Alien Shooter,PlayStation,Role-playing (RPG),"Shooter, Role-playing (RPG), Indie, Arcade",2003.0,894,0.2551154278855256,Alien Shooter,Alien Shooter is an topdown shooter video game from Sigma Team created in 2003 It is the first title in the Alien Shooter series to be followed by Alien Shooter Vengeance Alien Shooter has two expansions Fight for Life and The Experiment They each contain five new levels including the conclusion to the alien shooter story The player plays as a marine tasked to clear out an experimental laboratory where teleportation devices have allowed legions of aliens to pour into the world The player has been given explosives to open up the sealed doors into these top secret areas they had security measures in place so there will be stationery minigun turrets available to take them out The government has given access to all the most advanced weaponry available in hopes of ridding the problem after receiving too many casualties of the previous military assault A heavy burden is placed on one man,PlayStation,Role-playing (RPG),"Shooter, Role-playing (RPG), Indie, Arcade",2003.0,894,galaxy shooter,alien shooter
TASK_178787,178787,Galaxy Shooter,PlayStation,Shooter,2,262369,Space Interceptor,PC,Shooter,Shooter,1995.0,215,0.2354125051360318,Space Interceptor,Space Interceptor is an Asteroids tpye of game where you have to avoid not only asteroids but also aliens Space Interceptor Deluxe Edition is the name for the registered version which unlocks more levels and enemies,PC,Shooter,Shooter,1995.0,215,galaxy shooter,space interceptor
TASK_178787,178787,Galaxy Shooter,PlayStation,Shooter,3,222146,G-Mode Archives+: Danmaku Kentei Shiken DaiOuJou-hen,PC,Shooter,"Shooter, Arcade",2022.0,385,0.2275435225938628,G-Mode Archives+: Danmaku Kentei Shiken DaiOuJou-hen,This game Danmakukenteishiken is a shooting game that allows you to diagnose your ability to deal with a barrage of bullets by continuing to fight against opponents who get stronger with each defeat This is a shooting game that diagnoses your ability to deal with a barrage of bullets In this game named DaiOuJouhen the vicious bosses from DoDonPachi DaiOuJou will block your challenge,PC,Shooter,"Shooter, Arcade",2022.0,385,galaxy shooter,g mode archives danmaku kentei shiken daioujou hen
TASK_178787,178787,Galaxy Shooter,PlayStation,Shooter,4,145669,Space 2: Breakthrough Gaming Arcade,PC,Shooter,"Shooter, Arcade",2020.0,234,0.2158670357810674,Space 2: Breakthrough Gaming Arcade,Its a war in space You are one of the guardians of this area and its your job to defeat the mega amount of space foes and avoid the asteroids They are all flying at sonic speeds so you have to be quick and brave Pilot your ship and go,Xbox,Shooter,"Shooter, Arcade",2020.0,234,galaxy shooter,space 2 breakthrough gaming arcade
TASK_183639,183639,Fortnite: Chapter 3,PlayStation,Role-playing (RPG),1,157930,破坏效应,PC,Role-playing (RPG),Role-playing (RPG),2020.0,106,0.3068720065185377,破坏效应,破坏效应是一款融合了MMO和MOBA双玩法的游戏暗黑式ARPG英雄乱斗立体地下城对战非对称式英雄阵营自定义动作技能开启不一样的战场体验力求让玩家体验最没有束缚的乱斗快感从一场战斗开始你无所不能异世英雄即刻乱斗上场,PC,Role-playing (RPG),Role-playing (RPG),2020.0,106,fortnite chapter 3,
TASK_183639,183639,Fortnite: Chapter 3,PlayStation,Role-playing (RPG),2,156786,Home and Dungeon,PC,Role-playing (RPG),Role-playing (RPG),2020.0,95,0.3068720065185377,Home and Dungeon,在幻想的世界里冒险采集建造城镇过上梦想中的慢生活是这款RPG游戏的主打特色在体验RPG内容的同时还可以享受到其他丰富多彩的要素些许的好奇心便能带你领略这款独一无二的日式RPG游戏一起来探索吧,PC,Role-playing (RPG),Role-playing (RPG),2020.0,95,fortnite chapter 3,home and dungeon
TASK_187480,187480,Dungeons of Shalnor,Nintendo,Role-playing (RPG),1,158155,幻刃录,PC,Role-playing (RPG),Role-playing (RPG),2020.0,191,0.344710557538693,幻刃录,幻刃录是一款西游题材的RPG仙侠游戏不单拥有丰富的玩法精美的场景炫丽的打斗特效等特色更有幻刃神兵特色养成系统在游戏里你可将一块凡铁打造成为能与孙悟空金箍棒同阶的存在幻刃神兵多种形态可满足玩家培养的欲望游戏中更新悟空虎装唐僧袈裟等特色时装让玩家本色出演加入仙门学习仙法丰富副本获得法宝开局送神兵通关送vip元宝直接掉落拥有VIP与神兵的你可以创建家族制霸全服快来与孙悟空一起大闹天宫吧,PC,Role-playing (RPG),Role-playing (RPG),2020.0,191,dungeons of shalnor,
TASK_187480,187480,Dungeons of Shalnor,Nintendo,Role-playing (RPG),3,156638,传奇世界之仗剑天涯H5,PC,Role-playing (RPG),Role-playing (RPG),2020.0,88,0.344710557538693,传奇世界之仗剑天涯H5,传奇世界之仗剑天涯H5荣耀版资料片燃爆来袭不再是广告多倍升级万倍伤害天天攻沙流水线挂机刷怪高画质更流畅酷炫拽技能免费抽极炫外观任意搭震撼视觉狂战氛围快来觉醒传世魂轻狂热血续青春,PC,Role-playing (RPG),Role-playing (RPG),2020.0,88,dungeons of shalnor,h5
TASK_19280,19280,GeneRally,PC,Strategy,1,129271,Formula Retro Racing,PlayStation,Simulator,"Racing, Simulator, Indie, Arcade",2020.0,118,0.4470473497937484,Formula Retro Racing,Formula Retro Racing is a retro style arcade racing game thats influenced classic arcade racing games of the early 90s,PlayStation,Simulator,"Racing, Simulator, Indie, Arcade",2020.0,118,generally,formula retro racing
TASK_19280,19280,GeneRally,PC,Strategy,2,200462,Flatout Pixel Racing,PlayStation,Simulator,"Racing, Simulator, Sport, Arcade",2022.0,84,0.3025651973274914,Flatout Pixel Racing,Go flatout No brakes needed A retro arcade top down racing game in a pixel art style,PlayStation,Simulator,"Racing, Simulator, Sport, Arcade",2022.0,84,generally,flatout pixel racing
TASK_19280,19280,GeneRally,PC,Strategy,3,7140,Screamer,PC,Simulator,"Racing, Simulator, Sport",1995.0,271,0.2894170855496816,Screamer,Screamer is a traditional arcade racing game The player can drive many different cars such as a Corvette a Porsche 911 and others The game has varied tracks all of which are available in backwards mode Players can take on the Bullet car for the ultimate championship race,PC,Simulator,"Racing, Simulator, Sport",1995.0,271,generally,screamer
TASK_19280,19280,GeneRally,PC,Strategy,4,207275,Formula Bit Racing DX,PlayStation,Simulator,"Racing, Simulator, Sport, Arcade",2022.0,167,0.2724974642796067,Formula Bit Racing DX,Formula Bit Racing DX is a fun arcade racing game where each curve and lap recreate classic gameplay and offers you unbound speed limits of fun Full throttle and enjoy,PlayStation,Simulator,"Racing, Simulator, Sport, Arcade",2022.0,167,generally,formula bit racing dx
TASK_208579,208579,Super Toy Cars 1 & 2 Bundle,Nintendo,Simulator,1,7140,Screamer,PC,Simulator,"Racing, Simulator, Sport",1995.0,271,0.330776435232906,Screamer,Screamer is a traditional arcade racing game The player can drive many different cars such as a Corvette a Porsche 911 and others The game has varied tracks all of which are available in backwards mode Players can take on the Bullet car for the ultimate championship race,PC,Simulator,"Racing, Simulator, Sport",1995.0,271,super toy cars 1 2 bundle,screamer
TASK_208579,208579,Super Toy Cars 1 & 2 Bundle,Nintendo,Simulator,2,129271,Formula Retro Racing,PlayStation,Simulator,"Racing, Simulator, Indie, Arcade",2020.0,118,0.2724973711146276,Formula Retro Racing,Formula Retro Racing is a retro style arcade racing game thats influenced classic arcade racing games of the early 90s,PlayStation,Simulator,"Racing, Simulator, Indie, Arcade",2020.0,118,super toy cars 1 2 bundle,formula retro racing
TASK_208579,208579,Super Toy Cars 1 & 2 Bundle,Nintendo,Simulator,3,20763,Race Driver: Create & Race,Nintendo,Simulator,"Racing, Simulator",2008.0,142,0.2550824237559674,Race Driver: Create & Race,Codemasters racing sim comes to the DS for the first time Create Races unique selling point is the ability to custombuild your own race tracks,Nintendo,Simulator,"Racing, Simulator",2008.0,142,super toy cars 1 2 bundle,race driver create race
TASK_208579,208579,Super Toy Cars 1 & 2 Bundle,Nintendo,Simulator,4,111869,Trafic Road Rush,PC,Simulator,"Racing, Simulator, Sport",2018.0,80,0.2457446749397202,Trafic Road Rush,Show the real drive on the endless road Unique cars fast driving tuning gameplay,PC,Simulator,"Racing, Simulator, Sport",2018.0,80,super toy cars 1 2 bundle,trafic road rush
TASK_21051,21051,Chaos Wars,PlayStation,Role-playing (RPG),1,128325,封神策,PC,Role-playing (RPG),"Role-playing (RPG), Strategy",2020.0,169,0.3828528596112886,封神策,封神策是一款可以自创修炼仙法的封神修仙题材动作游戏你将扮演个性的仙门奇人进入到殷商封神时期帮助哪吒辅佐周文王周武王讨伐商纣与妖邪斗智斗勇在这里你可以自由修炼千百种仙法道法心法组合仙法技能从而自创出一套属于你自己的特殊技能连招华丽撼动天地的特效满屏释放挑战神魔收集神器都是小意思你还能创立自己的仙门成为开山鼻祖亦或是打遍全服玩家成就神界霸主,PC,Role-playing (RPG),"Role-playing (RPG), Strategy",2020.0,169,chaos wars,
TASK_21051,21051,Chaos Wars,PlayStation,Role-playing (RPG),2,43414,Spectral Force Chronicle,PlayStation,Role-playing (RPG),"Role-playing (RPG), Strategy",2005.0,130,0.3548353170640202,Spectral Force Chronicle,Spectral Force Chronicle is a RolePlaying game developed by Xpec and published by Idea Factory which was released in Japan in 2005,PlayStation,Role-playing (RPG),"Role-playing (RPG), Strategy",2005.0,130,chaos wars,spectral force chronicle
TASK_21051,21051,Chaos Wars,PlayStation,Role-playing (RPG),3,156786,Home and Dungeon,PC,Role-playing (RPG),Role-playing (RPG),2020.0,95,0.3515387814410513,Home and Dungeon,在幻想的世界里冒险采集建造城镇过上梦想中的慢生活是这款RPG游戏的主打特色在体验RPG内容的同时还可以享受到其他丰富多彩的要素些许的好奇心便能带你领略这款独一无二的日式RPG游戏一起来探索吧,PC,Role-playing (RPG),Role-playing (RPG),2020.0,95,chaos wars,home and dungeon
TASK_21051,21051,Chaos Wars,PlayStation,Role-playing (RPG),4,156638,传奇世界之仗剑天涯H5,PC,Role-playing (RPG),Role-playing (RPG),2020.0,88,0.3515387814410513,传奇世界之仗剑天涯H5,传奇世界之仗剑天涯H5荣耀版资料片燃爆来袭不再是广告多倍升级万倍伤害天天攻沙流水线挂机刷怪高画质更流畅酷炫拽技能免费抽极炫外观任意搭震撼视觉狂战氛围快来觉醒传世魂轻狂热血续青春,PC,Role-playing (RPG),Role-playing (RPG),2020.0,88,chaos wars,h5
TASK_21429,21429,Vikings: Wolves of Midgard,Xbox,Role-playing (RPG),1,158155,幻刃录,PC,Role-playing (RPG),Role-playing (RPG),2020.0,191,0.2853868374634929,幻刃录,幻刃录是一款西游题材的RPG仙侠游戏不单拥有丰富的玩法精美的场景炫丽的打斗特效等特色更有幻刃神兵特色养成系统在游戏里你可将一块凡铁打造成为能与孙悟空金箍棒同阶的存在幻刃神兵多种形态可满足玩家培养的欲望游戏中更新悟空虎装唐僧袈裟等特色时装让玩家本色出演加入仙门学习仙法丰富副本获得法宝开局送神兵通关送vip元宝直接掉落拥有VIP与神兵的你可以创建家族制霸全服快来与孙悟空一起大闹天宫吧,PC,Role-playing (RPG),Role-playing (RPG),2020.0,191,vikings wolves of midgard,
TASK_21429,21429,Vikings: Wolves of Midgard,Xbox,Role-playing (RPG),2,156638,传奇世界之仗剑天涯H5,PC,Role-playing (RPG),Role-playing (RPG),2020.0,88,0.2853868374634929,传奇世界之仗剑天涯H5,传奇世界之仗剑天涯H5荣耀版资料片燃爆来袭不再是广告多倍升级万倍伤害天天攻沙流水线挂机刷怪高画质更流畅酷炫拽技能免费抽极炫外观任意搭震撼视觉狂战氛围快来觉醒传世魂轻狂热血续青春,PC,Role-playing (RPG),Role-playing (RPG),2020.0,88,vikings wolves of midgard,h5
TASK_21429,21429,Vikings: Wolves of Midgard,Xbox,Role-playing (RPG),3,156786,Home and Dungeon,PC,Role-playing (RPG),Role-playing (RPG),2020.0,95,0.2853868374634929,Home and Dungeon,在幻想的世界里冒险采集建造城镇过上梦想中的慢生活是这款RPG游戏的主打特色在体验RPG内容的同时还可以享受到其他丰富多彩的要素些许的好奇心便能带你领略这款独一无二的日式RPG游戏一起来探索吧,PC,Role-playing (RPG),Role-playing (RPG),2020.0,95,vikings wolves of midgard,home and dungeon
TASK_215428,215428,Under Maintenance,PC,Simulator,1,39273,H.I.S.T.O.R.Y T.O.R.C.H.K.A,PC,Simulator,"Simulator, Indie",2017.0,188,0.2723191974877724,H.I.S.T.O.R.Y T.O.R.C.H.K.A,Почувствуй весь кайф приключений мать его Джони и очутись в шкуре этого отбитого парня который ради лучшего друга вступил своими пятками в это дерьмо и оказался на дне нашего бренного мира,PC,Simulator,"Simulator, Indie",2017.0,188,under maintenance,h i s t o r y t o r c h k a
TASK_215428,215428,Under Maintenance,PC,Simulator,2,165791,Fishy,PC,Simulator,"Simulator, Indie, Visual Novel",2021.0,140,0.269585296276256,Fishy,Fishy is a heartfelt visual novel about friends enemies acceptance and monsters Explore the aquarium face your fears and maybe make a friend,PC,Simulator,"Simulator, Indie, Visual Novel",2021.0,140,under maintenance,fishy
TASK_215428,215428,Under Maintenance,PC,Simulator,3,266785,Virtual Love Secrets,PC,Simulator,"Simulator, Indie, Visual Novel",2023.0,118,0.264901811246977,Virtual Love Secrets,A visual novel a little unusual which not only the decisions you make change the course but each game will be personal,PC,Simulator,"Simulator, Indie, Visual Novel",2023.0,118,under maintenance,virtual love secrets
TASK_215428,215428,Under Maintenance,PC,Simulator,4,164528,​Our Life: Beginnings & Always - Step 1 Expansion,PC,Simulator,"Simulator, Indie, Visual Novel",2020.0,93,0.2611039379778079,​Our Life: Beginnings & Always - Step 1 Expansion,Enjoy the summer of childhood even more by doubling the amount of moments available in Step 1,PC,Simulator,"Simulator, Indie, Visual Novel",2020.0,93,under maintenance,our life beginnings always step 1 expansion
TASK_218222,218222,My Universe: My Baby Dragon,PlayStation,Adventure,1,47910,My Baby First Steps,Nintendo,Simulator,Simulator,2009.0,388,0.3998270358406254,My Baby First Steps,Teach your Baby to Walk Talk and Play Your baby has grown so fast Can you believe that a year has already gone by Take care of your baby from their 1st birthday until theyre 3 years old Your baby will discover its entire environment and learn from it theyll walk babble and speak try to catch every object they can and put everything in their mouth Your baby will be the apple of your eye,Nintendo,Simulator,Simulator,2009.0,388,my universe my baby dragon,my baby first steps
TASK_218222,218222,My Universe: My Baby Dragon,PlayStation,Adventure,2,229362,Gregory's Epic Adventure,PC,Adventure,"Adventure, Visual Novel",2020.0,80,0.2725585423463552,Gregory's Epic Adventure,Visualnovelepicadventurepuzzleparodything baby Give it a go for your pal Gregory,PC,Adventure,"Adventure, Visual Novel",2020.0,80,my universe my baby dragon,gregory s epic adventure
TASK_218222,218222,My Universe: My Baby Dragon,PlayStation,Adventure,3,47898,Hello Baby!,Nintendo,Simulator,Simulator,2008.0,793,0.2595940197242956,Hello Baby!,Hello Baby gives you the opportunity to be a babysitter who must look after a sevenmonthold bouncing baby until its one yearold From morning until evening you must care for the charming youngster by feeding it playing entertaining games and even changing nappies Caring for your new baby friend couldnt be easier thanks to a range of different minigames themed around typical babysitting activities So whether youre making sheep jump over a fence to send the tot to sleep or ensuring the milk bottle is the perfect temperature youre guaranteed hours of brilliant baby fun Whats more by successfully completing the various child challenges you can unlock a range of new outfits for your baby including clothes hats and accessories In fact there are 10000 potential combinations of items to wear,Nintendo,Simulator,Simulator,2008.0,793,my universe my baby dragon,hello baby
TASK_218222,218222,My Universe: My Baby Dragon,PlayStation,Adventure,4,118667,Hungry Baby: Party Treats!,Nintendo,Puzzle,Puzzle,2019.0,512,0.2523074585515359,Hungry Baby: Party Treats!,You have one simple task feed the baby Now how hard can it be Well any parent will tell you it is hard Sometimes it can be as hard as trying to keep up with your E3 appointments calendar Or fighting the last boss in Dark Souls Or telling your boss you wont be able to take overtime anymore And you want a raise At the very same time Or well lets just agree feeding your baby can be hard Like really REALLY hard And as we all know because its no secret a hungry baby is an angry baby All goes bad when it gets mad,Nintendo,Puzzle,Puzzle,2019.0,512,my universe my baby dragon,hungry baby party treats
TASK_232999,232999,Kindergarten: Buddy Edition,Nintendo,Strategy,1,224613,Creepy Forest,PC,Puzzle,"Platform, Puzzle, Indie",2023.0,129,0.2010422364292357,Creepy Forest,Creepy Forest a scary plot puzzle game is full of strange things waiting for you to discover the truth on the mysterious mountain,PC,Puzzle,"Platform, Puzzle, Indie",2023.0,129,kindergarten buddy edition,creepy forest
TASK_232999,232999,Kindergarten: Buddy Edition,Nintendo,Strategy,2,169955,Oath,PC,Role-playing (RPG),Role-playing (RPG),2021.0,96,0.1956262091732061,Oath,Take the Oath overcome the Trials and discover the truth of the Heart in this original indie RPG,PC,Role-playing (RPG),Role-playing (RPG),2021.0,96,kindergarten buddy edition,oath
TASK_232999,232999,Kindergarten: Buddy Edition,Nintendo,Strategy,3,223422,Doors,PC,Strategy,Strategy,2022.0,215,0.1903122731451336,Doors,Doors is a story based first person shooter game in which the protagonist awakes in a seemingly endless void and must persist through his delusions to discover the truth about his fate and understand why he is there,PC,Strategy,Strategy,2022.0,215,kindergarten buddy edition,doors
TASK_232999,232999,Kindergarten: Buddy Edition,Nintendo,Strategy,4,203710,Puzzle Bundle: Inbento & Golf Peaks,Nintendo,Strategy,"Puzzle, Strategy, Card & Board Game",2022.0,88,0.170520049322754,Puzzle Bundle: Inbento & Golf Peaks,Discover two relaxing puzzle games with this amazing bundle including Inbento Golf Peaks,Nintendo,Strategy,"Puzzle, Strategy, Card & Board Game",2022.0,88,kindergarten buddy edition,puzzle bundle inbento golf peaks
TASK_245827,245827,Minor Scale,PC,Strategy,1,190983,Otherwar,PC,Strategy,"Strategy, Indie, Arcade",2023.0,106,0.2505974569057061,Otherwar,Otherwar is an action tower defense game Take control of an angel and defend heaven from the satans armies,PC,Strategy,"Strategy, Indie, Arcade",2023.0,106,minor scale,otherwar
TASK_245827,245827,Minor Scale,PC,Strategy,2,120683,Crystal Defense,PC,Strategy,"Strategy, Indie",2019.0,178,0.240905330871022,Crystal Defense,Crystal defense is an action filled First Person Shooter Tower Defense hybrid Your actions play a critical role in a successful defense Build and upgrade tower to help you defend,PC,Strategy,"Strategy, Indie",2019.0,178,minor scale,crystal defense
TASK_245827,245827,Minor Scale,PC,Strategy,3,195534,Winter and People,PC,Strategy,Strategy,2022.0,150,0.2354914983107755,Winter and People,Winter and People mix tower defense and city building genres with its minimal style It is a tower defense game where you try to survive in cold cities,PC,Strategy,Strategy,2022.0,150,minor scale,winter and people
TASK_245827,245827,Minor Scale,PC,Strategy,4,35201,World Defense: Fragmented Reality,PC,Strategy,"Strategy, Indie",2016.0,300,0.2317280526168347,World Defense: Fragmented Reality,Tower defense as youve never experienced it before We take tower defense to your home your neighbors house the Seattle Space Needle or anywhere in the world the choice is yours World Defense is the first physics based 3d tower defense where anything and everything depends upon real world simulations,PC,Strategy,"Strategy, Indie",2016.0,300,minor scale,world defense fragmented reality
TASK_248325,248325,Just Keep Running,PC,Adventure,1,158923,The World,PC,Adventure,"Adventure, Indie",2020.0,160,0.2451435472400585,The World,小明因黑人抬棺穿越到神秘新大陆开始了传造奇孽的一生这是一款颠覆性的RPG扮演类游戏是一个完全的开放性世界你不再被主线剧情所拘束可以自由的在这个世界的各个角落探索寻找宝物或是完成一件件难忘的冒险在游戏中做一个坏人亦或者是一个好人都由你自己决定你还可以加入各种门派学习绝学制作装备炼制法宝等等直到你从一个屌丝成长为一个大屌丝,PC,Adventure,"Adventure, Indie",2020.0,160,just keep running,the world
TASK_248325,248325,Just Keep Running,PC,Adventure,2,226239,Ball laB 2,PC,Adventure,"Platform, Puzzle, Adventure, Indie",2023.0,80,0.1985670710094809,Ball laB 2,Roll and jump through challenging but interesting levels in a minimalistic style,PC,Adventure,"Platform, Puzzle, Adventure, Indie",2023.0,80,just keep running,ball lab 2
TASK_248325,248325,Just Keep Running,PC,Adventure,3,138693,Nui,PC,Puzzle,"Platform, Puzzle, Indie",2020.0,88,0.1934551218246324,Nui,Nui is a minimalist puzzleplatformer about farewell where health is linked to your sword,PC,Puzzle,"Platform, Puzzle, Indie",2020.0,88,just keep running,nui
TASK_248325,248325,Just Keep Running,PC,Adventure,4,178179,Little Nightmares I & II,Nintendo,Adventure,"Platform, Puzzle, Adventure",2021.0,161,0.1928604404933299,Little Nightmares I & II,This collection of two Little Nightmares games will introduce you to a lovely frightening and iconic puzzleplatformer series starting with the original from 2017,Xbox,Adventure,"Platform, Puzzle, Adventure",2021.0,161,just keep running,little nightmares i ii
TASK_260913,260913,Crimson Canyon,PC,Shooter,1,139990,Hellbound,PC,Shooter,Shooter,2013.0,796,0.3439218235936496,Hellbound,Hellbound is a limitremoving 32level megawad created by Zoltán Sófalvi Z86 Most maps are connected in that the sense that the end of one map resembles the start area of the next A second WAD with the file name HBFM29wad is included which contains the full version of MAP29 This is because MAP29s extreme level of detail causes heavy drops in frame rate on lowerend computers particularly in ZDoombased ports and the cutdown version in the main WAD attempts to rectify this though in reality the difference is negligible Hellbound was uploaded to the idgames archive on 29 June 2013 It was praised for its aesthetic quality but criticised for its gameplay which many found to be mostly uninteresting Due to this it missed out on a win at the 20th Annual Cacowards being named as a runnerup instead,PC,Shooter,Shooter,2013.0,796,crimson canyon,hellbound
TASK_260913,260913,Crimson Canyon,PC,Shooter,2,257416,New Years Eve Slaughter 2022,PC,Shooter,Shooter,2022.0,92,0.333612550339181,New Years Eve Slaughter 2022,This wad contains 5 short slaughterish maps plus 1 bookend map that are all fairly difficult,PC,Shooter,Shooter,2022.0,92,crimson canyon,new years eve slaughter 2022
TASK_260913,260913,Crimson Canyon,PC,Shooter,3,139765,Deus Vult II,PC,Shooter,Shooter,2008.0,348,0.3033604912847459,Deus Vult II,Deus Vult II is a twelve level episode WAD created by Huy Pham Doom Marine As with the first Deus Vult it contains maps rich with nighoverwhelming opposition in the vein of Alien Vendetta or Hell Revealed with difficulty increasing sharply in the later levels It received one of regular awards during the 2008 Cacowards as well as the Mordeth award,PC,Shooter,Shooter,2008.0,348,crimson canyon,deus vult ii
TASK_260913,260913,Crimson Canyon,PC,Shooter,4,142682,Dead.Wire,PC,Shooter,Shooter,2015.0,493,0.3013694869674735,Dead.Wire,deadwire is a singlelevel PK3 for Doom II that requires GZDoom source port to play It was designed by Xaser Acheron The map was granted one of the 22nd Annual Cacowards and was featured in Doomworlds Top 100 Most Memorable Maps placing 63rd In December 2016 it received a sequel deadair After a strange signal originated from a deserted installation an engineer the player himself has been employed by the UAC to investigate the source of the signal The WAD tells the tale of what happens next,PC,Shooter,Shooter,2015.0,493,crimson canyon,dead wire
